id	custAge	profession	marital	schooling	default	housing	loan	contact	month	day_of_week	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	pmonths	pastEmail	'prediction	'predicted	responded
5291	43	technician	divorced	?	no	yes	no	cellular	nov	wed	2	999	0	nonexistent	-0.1	93.2	-42	4.12	5195.8	999	0	0.903468	no	no
5292	44	admin.	divorced	high.school	no	yes	yes	cellular	jul	thu	11	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	999	0	0.902317	no	no
5293	25	technician	married	university.degree	no	yes	no	cellular	may	tue	1	12	1	success	-1.8	92.893	-46.2	1.291	5099.1	0.4	3	0.103458	no	no
5294	35	self-employed	married	basic.9y	no	yes	no	telephone	jun	tue	2	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.921469	no	no
5295	31	admin.	married	university.degree	unknown	no	no	cellular	may	thu	4	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.836503	no	no
5296	28	blue-collar	single	professional.course	no	yes	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	0.741317	no	no
5297	34	blue-collar	married	?	no	yes	no	cellular	may	?	2	11	1	success	-1.8	92.893	-46.2	1.244	5099.1	0.366667	3	0.078014	no	no
5298	41	blue-collar	married	professional.course	unknown	no	no	cellular	apr	fri	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.58228	no	no
5299	50	management	married	university.degree	no	yes	yes	cellular	aug	mon	3	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	999	0	0.929908	no	no
5300	26	unemployed	married	basic.9y	no	yes	yes	cellular	may	thu	2	999	1	failure	-1.8	92.893	-46.2	1.327	5099.1	999	1	0.900823	no	no
5301	32	technician	single	university.degree	no	yes	no	cellular	aug	tue	10	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.934311	no	no
5302	57	retired	single	high.school	no	yes	no	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.869445	no	no
5303	39	unemployed	married	?	no	yes	no	telephone	may	mon	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.930973	no	no
5304	?	technician	single	university.degree	no	yes	no	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.914867	no	no
5305	31	management	married	university.degree	no	yes	no	cellular	jul	mon	4	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.890168	no	no
5306	33	services	married	professional.course	no	yes	no	cellular	aug	thu	5	999	0	nonexistent	1.4	93.444	-36.1	4.962	5228.1	999	0	0.923098	no	no
5307	41	blue-collar	married	basic.9y	no	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.927572	no	no
5308	44	management	married	?	unknown	yes	no	telephone	jul	mon	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.965166	no	no
5309	33	technician	single	university.degree	no	no	no	cellular	nov	mon	2	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.924457	no	no
5310	31	admin.	single	university.degree	no	yes	no	telephone	jun	wed	2	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.854046	no	no
5311	56	technician	married	?	unknown	yes	no	cellular	nov	fri	6	999	0	nonexistent	-0.1	93.2	-42	4.021	5195.8	999	0	0.939788	no	no
5312	?	admin.	single	high.school	no	no	no	telephone	jun	mon	3	999	0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	999	0	0.890179	no	no
5313	?	housemaid	married	university.degree	unknown	no	no	cellular	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42	4.153	5195.8	999	0	0.953724	no	no
5314	50	blue-collar	married	unknown	unknown	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	999	0	0.837816	no	no
5315	54	management	divorced	university.degree	unknown	yes	no	cellular	oct	thu	1	999	0	nonexistent	-3.4	92.431	-26.9	0.754	5017.5	999	0	0.173596	no	no
5316	51	blue-collar	married	basic.9y	unknown	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	999	0	0.937728	no	no
5317	?	technician	single	university.degree	no	no	no	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.907724	no	no
5318	42	services	married	high.school	no	no	no	telephone	jun	?	4	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	999	0	0.916006	no	no
5319	59	retired	married	basic.4y	no	yes	no	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.901624	no	no
5320	49	blue-collar	married	high.school	unknown	yes	no	cellular	aug	thu	2	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.926439	no	no
5321	49	admin.	married	?	unknown	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	999	0	0.930388	no	no
5322	?	technician	married	professional.course	no	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.923553	no	no
5323	?	blue-collar	single	?	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42	4.12	5195.8	999	0	0.866476	no	no
5324	43	admin.	married	high.school	unknown	no	no	telephone	jun	wed	1	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	999	0	0.907755	no	no
5325	45	blue-collar	married	basic.9y	unknown	no	yes	telephone	may	?	2	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.963948	no	no
5326	?	management	married	basic.4y	no	no	no	cellular	may	fri	4	999	0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	999	0	0.817289	no	no
5327	32	unknown	single	?	no	yes	no	telephone	jun	?	2	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	999	0	0.917634	no	no
5328	25	technician	married	?	no	no	no	cellular	jul	thu	3	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.894767	no	no
5329	29	blue-collar	married	basic.9y	no	no	no	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	0.926384	no	no
5330	55	admin.	divorced	university.degree	no	yes	no	telephone	may	mon	4	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.927376	no	no
5331	26	blue-collar	married	basic.9y	unknown	no	no	cellular	jul	?	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.932918	no	no
5332	?	retired	single	?	no	yes	yes	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.91395	no	no
5333	40	admin.	married	university.degree	no	no	no	cellular	nov	fri	2	999	1	failure	-0.1	93.2	-42	4.021	5195.8	999	1	0.942508	no	no
5334	55	blue-collar	married	basic.9y	unknown	no	no	cellular	aug	fri	6	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.944964	no	no
5335	44	technician	married	professional.course	no	no	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191	999	0	0.929533	no	no
5336	?	unknown	single	high.school	no	no	no	cellular	may	mon	5	6	2	success	-1.8	93.876	-40	0.701	5008.7	0.2	6	-0.294588	yes	no
5337	?	management	single	high.school	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42	4.12	5195.8	999	0	0.874057	no	no
5338	?	technician	married	?	no	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.919462	no	no
5339	46	entrepreneur	married	university.degree	unknown	no	yes	telephone	jul	?	4	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	999	0	0.964452	no	no
5340	28	admin.	single	?	no	yes	no	telephone	may	fri	5	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.913362	no	no
5341	43	blue-collar	single	professional.course	no	no	no	cellular	may	mon	3	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	999	0	0.755041	no	no
5342	30	admin.	married	university.degree	no	no	yes	telephone	jun	wed	1	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	999	0	0.889509	no	no
5343	43	management	married	university.degree	unknown	yes	yes	cellular	jul	mon	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.923996	no	no
5344	44	blue-collar	married	unknown	unknown	no	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.846669	no	no
5345	40	admin.	married	?	unknown	no	no	telephone	jun	thu	2	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	999	0	0.911292	no	no
5346	33	admin.	single	university.degree	no	no	no	telephone	nov	?	1	999	0	nonexistent	-0.1	93.2	-42	4.245	5195.8	999	0	0.963203	no	no
5347	33	blue-collar	married	?	no	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.912155	no	no
5348	55	management	divorced	?	no	yes	no	telephone	may	tue	5	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.915245	no	no
5349	50	services	married	?	no	yes	no	cellular	apr	mon	6	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.643623	no	no
5350	38	blue-collar	single	basic.4y	no	yes	no	telephone	may	thu	2	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.926973	no	no
5351	29	blue-collar	married	high.school	no	no	no	cellular	nov	wed	2	999	0	nonexistent	-0.1	93.2	-42	4.12	5195.8	999	0	0.894358	no	no
5352	39	admin.	divorced	university.degree	no	no	no	cellular	aug	mon	2	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	999	0	0.920119	no	no
5353	41	management	married	?	no	yes	no	cellular	nov	mon	1	999	1	failure	-0.1	93.2	-42	4.191	5195.8	999	4	0.957833	no	no
5354	55	admin.	married	high.school	no	yes	no	cellular	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42	4.153	5195.8	999	0	0.890592	no	no
5355	45	management	married	university.degree	no	yes	no	telephone	jun	tue	2	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.868361	no	no
5356	?	self-employed	married	university.degree	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42	4.12	5195.8	999	0	0.915367	no	no
5357	51	management	divorced	university.degree	no	no	no	cellular	may	wed	2	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	999	0	0.720994	no	no
5358	37	blue-collar	married	high.school	unknown	yes	no	cellular	may	?	1	999	1	failure	-1.8	92.893	-46.2	1.266	5099.1	999	1	0.908792	no	no
5359	31	self-employed	married	?	no	yes	no	cellular	apr	mon	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.658168	no	no
5360	?	blue-collar	married	basic.9y	unknown	yes	no	cellular	aug	thu	2	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	999	0	0.939803	no	no
5361	?	services	married	high.school	no	no	no	cellular	may	wed	5	999	0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	999	0	0.79801	no	no
5362	32	admin.	single	?	no	yes	yes	telephone	may	fri	4	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	999	0	0.900487	no	no
5363	50	self-employed	married	?	no	yes	no	cellular	jul	thu	2	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	999	0	0.888731	no	no
5364	58	management	married	?	no	yes	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	999	0	0.759374	no	no
5365	29	blue-collar	married	basic.9y	no	no	yes	telephone	jun	thu	1	999	0	nonexistent	1.4	94.465	-41.8	4.955	5228.1	999	0	0.903813	no	no
5366	41	blue-collar	married	?	no	no	no	cellular	aug	thu	1	999	1	failure	-2.9	92.201	-31.4	0.873	5076.2	999	4	0.644582	no	no
5367	60	retired	married	professional.course	no	no	yes	cellular	oct	wed	2	999	1	failure	-1.1	94.601	-49.5	1.043	4963.6	999	1	0.331397	no	no
5368	29	admin.	single	?	no	yes	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.908165	no	no
5369	28	services	married	?	no	no	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	999	0	0.878734	no	no
5370	?	blue-collar	divorced	?	no	yes	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.839831	no	no
5371	?	blue-collar	married	basic.9y	no	yes	no	cellular	may	?	3	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	999	0	0.812494	no	no
5372	31	admin.	single	university.degree	no	no	yes	cellular	aug	thu	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.910668	no	no
5373	39	admin.	single	unknown	no	yes	no	telephone	may	?	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.885059	no	no
5374	?	management	married	?	no	yes	yes	cellular	jun	thu	2	999	0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	999	0	0.315311	no	no
5375	36	student	single	?	no	yes	no	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.894152	no	no
5376	37	blue-collar	single	high.school	unknown	no	no	cellular	nov	tue	1	999	1	failure	-0.1	93.2	-42	4.153	5195.8	999	4	0.962219	no	no
5377	56	housemaid	divorced	basic.4y	no	no	no	cellular	aug	wed	1	999	0	nonexistent	-2.9	92.201	-31.4	0.854	5076.2	999	0	0.618487	no	no
5378	56	management	divorced	university.degree	no	yes	no	cellular	nov	thu	1	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.875096	no	no
5379	40	services	married	high.school	no	no	no	cellular	may	tue	8	999	1	failure	-1.8	92.893	-46.2	1.344	5099.1	999	0	0.899119	no	no
5380	52	blue-collar	married	basic.4y	unknown	no	yes	cellular	jul	fri	12	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.95009	no	no
5381	?	unemployed	single	basic.9y	no	no	no	cellular	apr	fri	2	999	1	failure	-1.8	93.075	-47.1	1.405	5099.1	999	2	0.734399	no	no
5382	?	technician	single	university.degree	no	unknown	unknown	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191	999	0	0.927766	no	no
5383	34	services	married	high.school	unknown	yes	no	telephone	may	wed	7	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	0.956393	no	no
5384	38	services	divorced	high.school	no	no	no	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.937705	no	no
5385	30	blue-collar	married	basic.9y	no	yes	yes	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.931949	no	no
5386	35	technician	married	professional.course	no	yes	no	cellular	sep	thu	1	999	2	failure	-1.1	94.199	-37.5	0.878	4963.6	999	2	0.499478	no	no
5387	?	services	married	high.school	no	yes	no	cellular	may	thu	3	999	1	failure	-1.8	92.893	-46.2	1.266	5099.1	999	1	0.877859	no	no
5388	32	admin.	single	university.degree	no	yes	no	telephone	sep	tue	1	999	0	nonexistent	-1.1	94.199	-37.5	0.88	4963.6	999	0	0.474568	no	no
5389	39	services	married	high.school	no	no	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.932484	no	no
5390	?	blue-collar	single	basic.9y	no	no	no	telephone	jun	fri	18	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	999	0	0.92222	no	no
5391	24	blue-collar	single	basic.9y	no	no	yes	cellular	jul	mon	1	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	999	0	0.90526	no	no
5392	?	technician	married	professional.course	no	unknown	unknown	telephone	may	?	2	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	0.947985	no	no
5393	45	admin.	married	university.degree	no	yes	no	cellular	aug	mon	12	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.941499	no	no
5394	37	blue-collar	single	?	no	no	no	cellular	aug	tue	11	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	999	0	0.920698	no	no
5395	37	technician	married	professional.course	no	yes	no	cellular	apr	fri	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.532204	no	no
5396	57	admin.	married	university.degree	no	no	no	cellular	nov	fri	3	999	0	nonexistent	-0.1	93.2	-42	4.021	5195.8	999	0	0.89126	no	no
5397	?	management	married	university.degree	no	yes	no	cellular	nov	?	1	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.90718	no	no
5398	35	services	single	high.school	unknown	yes	no	telephone	jun	?	2	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.928157	no	no
5399	?	management	married	?	no	no	no	telephone	jun	fri	1	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	999	0	0.862829	no	no
5400	48	blue-collar	married	professional.course	no	no	no	telephone	jun	?	6	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.897452	no	no
5401	?	blue-collar	married	basic.4y	no	no	no	cellular	aug	?	19	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	999	0	0.966441	no	no
5402	52	technician	divorced	university.degree	no	no	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.930525	no	no
5403	30	blue-collar	married	basic.9y	no	yes	no	cellular	nov	thu	2	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.907783	no	no
5404	54	technician	divorced	?	unknown	yes	no	cellular	aug	thu	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.935739	no	no
5405	?	admin.	married	?	no	no	no	telephone	jun	thu	1	999	0	nonexistent	1.4	94.465	-41.8	4.958	5228.1	999	0	0.870935	no	no
5406	26	admin.	married	high.school	no	no	no	telephone	may	thu	4	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.928154	no	no
5407	31	admin.	married	?	unknown	yes	no	telephone	may	tue	13	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.960908	no	no
5408	48	admin.	single	high.school	no	yes	no	cellular	aug	mon	5	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.91846	no	no
5409	29	technician	married	?	no	no	no	cellular	apr	mon	3	999	1	failure	-1.8	93.749	-34.6	0.645	5008.7	999	1	0.508083	no	no
5410	43	technician	married	basic.6y	no	yes	no	telephone	may	wed	3	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.914017	no	no
5411	24	services	married	high.school	no	yes	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	0.81498	no	no
5412	59	admin.	married	high.school	no	yes	no	cellular	jul	wed	2	999	0	nonexistent	-2.9	92.469	-33.6	1.029	5076.2	999	0	0.337196	no	no
5413	59	retired	divorced	professional.course	no	yes	no	cellular	may	wed	3	999	0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	999	0	0.650857	no	no
5414	?	technician	divorced	professional.course	no	yes	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.921868	no	no
5415	59	housemaid	married	?	no	yes	no	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.937585	no	no
5416	40	services	married	?	no	yes	no	cellular	apr	thu	2	999	1	failure	-1.8	93.075	-47.1	1.365	5099.1	999	1	0.730884	no	no
5417	?	technician	married	professional.course	no	yes	yes	telephone	nov	mon	3	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.975861	no	no
5418	28	management	married	basic.9y	no	yes	no	cellular	may	tue	2	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	999	0	0.790809	no	no
5419	59	retired	married	basic.9y	no	yes	no	cellular	aug	mon	1	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	999	0	0.910534	no	no
5420	56	services	married	basic.4y	unknown	yes	no	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.948248	no	no
5421	?	unknown	married	unknown	no	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.850078	no	no
5422	31	entrepreneur	single	basic.9y	no	no	no	telephone	may	?	4	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.921596	no	no
5423	44	entrepreneur	married	university.degree	no	no	yes	cellular	nov	wed	2	999	1	failure	-0.1	93.2	-42	4.12	5195.8	999	2	0.935654	no	no
5424	33	unemployed	single	?	no	no	no	telephone	jun	mon	1	999	1	failure	-2.9	92.963	-40.8	1.266	5076.2	999	0	0.801777	no	no
5425	?	unknown	married	basic.4y	unknown	no	no	cellular	aug	wed	4	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.969228	no	no
5426	47	services	married	?	no	no	no	cellular	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42	4.153	5195.8	999	0	0.909468	no	no
5427	31	unemployed	single	professional.course	no	yes	no	cellular	nov	wed	1	0	1	success	-0.1	93.2	-42	4.12	5195.8	0	1	0.522982	no	no
5428	39	technician	married	unknown	no	yes	yes	cellular	may	fri	1	12	1	success	-1.8	92.893	-46.2	1.25	5099.1	0.4	2	-0.096314	yes	no
5429	28	services	married	high.school	no	no	yes	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.902047	no	no
5430	35	admin.	married	?	no	yes	no	cellular	jun	tue	1	5	1	success	-1.7	94.055	-39.8	0.761	4991.6	0.166667	1	-0.379398	yes	no
5431	84	retired	married	basic.9y	no	yes	no	cellular	may	wed	1	999	1	failure	-1.8	93.876	-40	0.697	5008.7	999	2	0.327119	no	no
5432	?	admin.	married	high.school	no	no	no	cellular	may	fri	2	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	999	0	0.74513	no	no
5433	25	admin.	single	?	no	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.843779	no	no
5434	31	technician	single	professional.course	no	no	no	telephone	jul	wed	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.948683	no	no
5435	?	admin.	married	high.school	unknown	yes	no	telephone	may	fri	14	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.958687	no	no
5436	?	management	married	?	no	no	no	telephone	jun	tue	1	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.871192	no	no
5437	34	management	divorced	unknown	no	yes	no	cellular	may	fri	3	999	1	failure	-1.8	92.893	-46.2	1.25	5099.1	999	2	0.792177	no	no
5438	39	admin.	married	university.degree	no	yes	no	cellular	may	mon	7	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	0.814515	no	no
5439	?	admin.	single	high.school	no	yes	no	cellular	jun	tue	1	999	1	failure	-2.9	92.963	-40.8	1.206	5076.2	999	1	0.485679	no	no
5440	49	technician	married	?	unknown	unknown	unknown	cellular	aug	fri	2	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	999	0	0.947203	no	no
5441	26	services	married	high.school	no	no	yes	telephone	jun	wed	11	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.931045	no	no
5442	?	admin.	single	university.degree	no	no	yes	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.93363	no	no
5443	28	admin.	married	high.school	no	no	no	cellular	may	fri	3	999	1	failure	-1.8	92.893	-46.2	1.25	5099.1	999	4	0.885827	no	no
5444	?	technician	divorced	?	no	no	no	cellular	aug	fri	1	999	1	failure	-2.9	92.201	-31.4	0.849	5076.2	999	7	0.73113	no	no
5445	32	admin.	single	?	no	unknown	unknown	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.90762	no	no
5446	33	blue-collar	single	high.school	no	no	no	telephone	may	wed	3	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.907414	no	no
5447	35	blue-collar	married	basic.6y	unknown	no	yes	telephone	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.917379	no	no
5448	?	unemployed	married	basic.4y	no	no	no	cellular	may	wed	2	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	999	0	0.815489	no	no
5449	41	housemaid	married	university.degree	unknown	no	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191	999	0	0.962654	no	no
5450	39	blue-collar	single	basic.9y	no	yes	yes	cellular	may	mon	3	3	1	success	-1.8	92.893	-46.2	1.354	5099.1	0.1	0	0.278089	no	no
5451	34	self-employed	single	?	no	yes	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.928212	no	no
5452	57	retired	single	basic.4y	no	no	yes	telephone	jul	fri	11	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.961776	no	no
5453	?	technician	married	professional.course	no	no	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191	999	0	0.930411	no	no
5454	42	blue-collar	divorced	?	no	yes	no	cellular	may	mon	4	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	999	0	0.769353	no	no
5455	44	entrepreneur	married	university.degree	no	yes	yes	cellular	nov	thu	1	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.866965	no	no
5456	51	unemployed	married	?	no	no	yes	telephone	jun	wed	5	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.896317	no	no
5457	?	services	married	?	unknown	no	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.952063	no	no
5458	30	technician	married	?	no	yes	yes	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	999	0	0.896068	no	no
5459	38	admin.	married	?	no	yes	no	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.89675	no	no
5460	50	management	married	university.degree	no	no	no	telephone	sep	tue	1	999	0	nonexistent	-1.1	94.199	-37.5	0.879	4963.6	999	0	0.505793	no	no
5461	37	admin.	single	university.degree	no	yes	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191	999	0	0.90204	no	no
5462	41	admin.	divorced	high.school	no	yes	no	cellular	may	mon	5	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	999	0	0.79329	no	no
5463	32	admin.	single	university.degree	no	no	no	cellular	nov	fri	2	999	1	failure	-0.1	93.2	-42	4.021	5195.8	999	1	0.937298	no	no
5464	?	technician	married	?	unknown	yes	no	cellular	aug	thu	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.941819	no	no
5465	40	blue-collar	single	unknown	no	no	yes	telephone	jun	fri	2	999	0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	999	0	0.810957	no	no
5466	48	admin.	married	basic.6y	no	no	no	telephone	mar	mon	5	999	0	nonexistent	-1.8	92.843	-50	1.811	5099.1	999	0	0.651439	no	no
5467	?	technician	married	high.school	no	yes	yes	cellular	sep	thu	1	3	2	success	-3.4	92.379	-29.8	0.809	5017.5	0.1	6	-0.499724	yes	no
